ds,y,yhat_prophet,train
2017-10-05,430.279,423.615734902619,True
2017-10-06,440.396,416.27831850767745,True
2017-10-07,417.449,382.3087498357076,True
2017-10-08,425.619,380.9519029874032,True
2017-10-09,464.839,411.5348619518358,True
2017-10-10,460.642,415.1275561454137,True
2017-10-11,431.517,397.52617461812673,True
2017-10-12,400.87,383.9645263647157,True
2017-10-13,389.949,382.4286015425171,True
2017-10-14,373.721,353.22534016545615,True
2017-10-15,379.624,351.2046801556788,True
2017-10-16,391.496,383.45313485649706,True
2017-10-17,385.975,407.88206976841406,True
2017-10-18,388.07,393.2308394806667,True
2017-10-19,391.22,385.43457778723183,True
2017-10-20,386.246,381.97155169661187,True
2017-10-21,358.754,356.31722395751297,True
2017-10-22,355.549,346.5911683042045,True
2017-10-23,405.079,386.1862687845531,True
2017-10-24,422.918,398.28979520040804,True
2017-10-25,398.651,383.1330623067411,True
2017-10-26,388.342,397.24995100642565,True
2017-10-27,382.393,393.51277332745184,True
2017-10-28,357.902,352.9707332500374,True
2017-10-29,366.924,341.6602536115153,True
2017-10-30,391.775,397.6930394132887,True
2017-10-31,392.38,411.46237497766754,True
2017-11-01,401.508,411.3874806408266,True
2017-11-02,402.281,391.52292399224916,True
2017-11-03,397.693,389.5773963589031,True
2017-11-04,363.052,374.2176278106515,True
2017-11-05,379.71,349.29127787579876,True
2017-11-06,399.956,381.3538427217618,True
2017-11-07,403.817,433.64423453443675,True
2017-11-08,409.103,433.29776784398234,True
2017-11-09,410.231,414.85282537968664,True
