ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2018-12-06,449.181,2.0043478260869567,298.9,0.0,Working Day,False,441.02022782909626,442.7638496386968
2018-12-07,444.525,1.4083333333333332,326.2,0.0,Working Day,False,446.69208602638935,445.21203517921856
2018-12-08,432.263,-0.9916666666666666,383.8,0.0,Non-Working Day,False,428.6436990471915,427.35927925679636
2018-12-09,424.556,0.0916666666666666,357.8,0.0,Non-Working Day,False,423.1189556821655,422.3226666722989
2018-12-10,449.262,0.9083333333333332,338.2,0.0,Working Day,False,449.185210508716,447.2658321676198
2018-12-11,455.092,1.4083333333333332,326.2,0.0,Working Day,False,446.69208602638935,445.21203517921856
2018-12-12,451.137,2.5,300.0,0.0,Working Day,False,441.2487642399762,440.72791175454256
2018-12-13,455.021,2.444444444444444,301.3333333333333,0.0,Working Day,False,441.5257780713458,440.95611141992043
2018-12-14,434.571,8.190972222222223,163.41666666666666,0.0,Working Day,False,412.87215988905,417.3517085323925
2018-12-15,400.381,9.747738095238097,126.05428571428573,0.0,Non-Working Day,False,373.8752788601187,377.4298443271149
2018-12-16,408.86,4.154097222222222,260.3016666666667,0.0,Non-Working Day,False,402.4015222135336,403.4356923402144
2018-12-17,437.414,5.2340277777777775,234.38333333333333,0.0,Working Day,False,427.6162210636984,429.4976357221319
2018-12-18,453.134,0.5125000000000001,347.7,0.0,Working Day,False,451.1589340572246,448.8917547834374
2018-12-19,452.069,1.4208333333333334,325.90000000000003,0.0,Working Day,False,446.6297579143312,445.1606902545085
2018-12-20,441.709,5.944444444444444,217.33333333333331,0.0,Working Day,False,424.0739066950593,426.5795325011119
2018-12-21,419.425,13.857539682539684,29.39904761904761,0.0,Working Day,False,385.02860929648796,394.0757501632477
2018-12-22,401.99,7.438888888888889,181.46666666666667,0.0,Non-Working Day,False,385.64986286038646,388.16410183641216
2018-12-23,404.325,4.279166666666667,257.3,0.0,Non-Working Day,False,401.76369767504565,402.8542218745298
2018-12-24,411.937,3.8479166666666655,267.65,0.0,Working Day,False,434.5277161563706,435.1912173733109
2018-12-25,389.747,2.3375,303.9,0.0,Non-Working Day,False,411.66573770620766,411.88138135289836
2018-12-26,429.896,3.2,283.2,0.0,Working Day,False,437.7583899647189,437.85259597078084
2018-12-27,426.903,4.766666666666667,245.6,0.0,Working Day,False,429.9465999200954,431.41736540712367
2018-12-28,417.523,11.242569444444444,90.42833333333334,0.0,Working Day,False,397.7080764925874,404.8169861627654
2018-12-29,388.691,9.0625,142.5,0.0,Non-Working Day,False,377.3698308171615,380.6156401552871
2018-12-30,402.108,2.716666666666667,294.8,0.0,Non-Working Day,False,409.7320775284486,410.11856694832426
2018-12-31,414.547,5.723680555555556,222.63166666666663,0.0,Working Day,False,425.17469040746437,427.48634092140736
2019-01-01,380.828,9.813888888888888,124.46666666666668,0.0,Non-Working Day,False,373.537925483214,377.12229732424464
2019-01-02,429.877,2.958333333333333,289.0,0.0,Working Day,False,438.96340013117674,438.84526451517473
2019-01-03,431.649,4.992361111111111,240.1833333333333,0.0,Working Day,False,428.8212312301563,430.49030426652587
2019-01-04,425.11,5.140277777777778,236.63333333333333,0.0,Working Day,False,428.08368190413466,429.8827226574572
2019-01-05,400.376,6.463640873015873,204.87261904761905,0.0,Non-Working Day,False,390.6233967111088,392.69820623310653
2019-01-06,397.555,5.3,232.8,0.0,Non-Working Day,False,396.55768950415575,398.1081830929841
2019-01-07,453.577,-1.4833333333333334,395.6,0.0,Working Day,False,461.11065594917847,457.089827762139
2019-01-08,436.667,5.081944444444445,238.03333333333333,0.0,Working Day,False,428.37454642707274,430.122332306104
2019-01-09,431.63,4.973611111111111,240.63333333333333,0.0,Working Day,False,428.91472339824355,430.5673216535909
2019-01-10,453.575,-0.1083333333333333,362.6,0.0,Working Day,False,454.2545636227802,451.4418860440356
2019-01-11,466.834,-3.654166666666667,447.7,0.0,Working Day,False,471.9349714099467,466.006729686781
2019-01-12,443.748,-2.7375000000000003,425.7,0.0,Non-Working Day,False,437.54703547006034,435.4759741525827
2019-01-13,435.171,-1.7375,401.7,0.0,Non-Working Day,False,432.44727236388246,430.8267933053543
2019-01-14,467.33,-2.841666666666667,428.2,0.0,Working Day,False,467.88364412616585,462.669309580629
2019-01-15,462.239,-1.075,385.8,0.0,Working Day,False,459.0746042886117,455.41256022161133
2019-01-16,454.545,1.5104166666666667,323.75,0.0,Working Day,False,446.18307311124767,444.7927182940866
2019-01-17,462.84,-1.725,401.4,0.0,Working Day,False,462.31566611563636,458.0824963065329
2019-01-18,452.797,1.2947916666666666,328.925,0.0,Working Day,False,447.258233044251,445.6784182453347
2019-01-19,434.609,1.5861111111111112,321.93333333333334,0.0,Non-Working Day,False,415.49764304015525,415.3747241839408
2019-01-20,444.855,-1.1197222222222225,386.8733333333333,0.0,Non-Working Day,False,429.2967520449548,427.95463269306646
2019-01-21,512.692,-12.1625,651.9,0.0,Non-Working Day,False,485.6123027457867,479.2945036377107
2019-01-22,502.451,-5.233333333333333,485.6,0.0,Working Day,False,479.8090895666283,472.4933051751482
2019-01-23,466.939,4.20625,259.05,0.0,Working Day,False,432.7409769440365,433.7193295316234
2019-01-24,440.624,9.924444444444443,121.81333333333332,0.0,Working Day,False,404.2286358157392,410.2313084734381
2019-01-25,446.099,1.35,327.6,0.0,Working Day,False,446.9829505493275,445.4516448278654
2019-01-26,434.558,-1.2583333333333333,390.2,0.0,Non-Working Day,False,430.00363587550555,428.5990608160573
2019-01-27,419.428,5.139130434782609,226.8,0.0,Non-Working Day,False,395.2827487276113,398.85609479449477
2019-01-28,458.633,-1.8625,404.7,0.0,Working Day,False,463.0012753482762,458.6472904783432
2019-01-29,468.2,1.602083333333333,321.55,0.0,Working Day,False,445.7260002894878,444.41618884621306
2019-01-30,483.701,-5.980555555555555,503.5333333333333,0.0,Working Day,False,483.53492559854976,475.5625906744811
2019-01-31,524.283,-12.445833333333333,658.7,0.0,Working Day,False,515.7724102241903,502.1193267328359
2019-02-01,510.487,-8.875,573.0,0.0,Working Day,False,497.9673462129074,487.45179324067044
2019-02-02,465.925,-3.341666666666667,440.2,0.0,Non-Working Day,False,440.62814234670947,438.2848542477832
2019-02-03,413.053,5.258333333333334,233.8,0.0,Non-Working Day,False,396.77017963357986,398.30189896161863
2019-02-04,417.451,9.5,133.8,0.0,Working Day,False,406.71899015975214,411.97475391692535
2019-02-05,414.124,12.508695652173913,72.39999999999999,0.3000000000000007,Working Day,False,394.20124959764394,399.6162537780241
2019-02-06,428.956,5.089583333333334,237.85,0.0,Working Day,False,428.33645702525945,430.0909548521145
2019-02-07,428.487,5.3875,230.7,0.0,Working Day,False,426.8509703545398,428.86723414652545
2019-02-08,426.998,6.277777777777778,209.33333333333331,0.0,Working Day,False,422.4118237068415,425.21033450884437
2019-02-09,433.461,-2.270833333333333,414.5,0.0,Non-Working Day,False,435.1671460205107,433.3063564238761
2019-02-10,422.786,-1.3583333333333334,392.6,0.0,Non-Working Day,False,430.5136121861234,429.06397890078017
2019-02-11,447.697,1.15,332.4,0.0,Working Day,False,447.9802003422581,446.27316362322586
2019-02-12,467.321,-0.6194444444444444,374.8666666666667,0.0,Working Day,False,456.80309087138073,453.5413229655124
2019-02-13,448.425,2.406944444444445,302.2333333333333,0.0,Working Day,False,441.7127624075203,441.11014619405057
2019-02-14,437.838,4.033333333333333,263.2,0.0,Working Day,False,433.60318249417446,434.42960099011214
2019-02-15,424.179,10.370833333333334,111.1,0.0,Working Day,False,402.0028296806843,408.39772416212656
2019-02-16,399.103,3.4458333333333333,277.3,0.0,Non-Working Day,False,406.01350026352725,406.72853924722017
2019-02-17,403.451,0.0666666666666667,358.40000000000003,0.0,Non-Working Day,False,423.24644975981994,422.4388961934796
