ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2017-01-05,74.04,13.078194444444444,70.12333333333333,1.700000000000001,Working Day,True,69.2444528687851,73.15498872831556
2017-01-06,72.329,12.50625,86.05,6.799999999999999,Working Day,True,71.06183404438522,73.74927299300269
2017-01-07,68.404,12.725,82.39999999999999,9.4,Non-Working Day,True,64.29212531983991,66.83483453192386
2017-01-08,64.489,16.179166666666667,46.1,65.0,Non-Working Day,True,67.86990869036724,65.05044090653465
2017-01-09,73.297,13.046527777777778,70.98333333333333,1.700000000000001,Working Day,True,69.30823963202442,73.18789227672465
2017-01-10,75.676,11.279861111111112,113.28333333333332,0.0,Working Day,True,72.23362837617705,75.02356392481117
2017-01-11,73.722,13.464583333333332,61.05,4.450000000000003,Working Day,True,68.91446743320522,72.75350771220103
2017-01-12,76.167,10.88125,122.85,0.0,Working Day,True,72.94319430833552,75.43774455610114
2017-01-13,75.569,10.966666666666669,120.8,0.0,Working Day,True,72.79114446573014,75.34899156368186
2017-01-14,68.546,14.525,71.8,47.6,Non-Working Day,True,67.84741717415758,65.59222142443289
2017-01-15,66.745,11.956944444444446,97.23333333333332,2.500000000000004,Non-Working Day,True,64.63837078549552,67.36505447670974
2017-01-16,71.985,11.9625,99.0,6.100000000000001,Non-Working Day,True,65.18502715103844,67.36121925106934
2017-01-17,75.782,11.4625,116.9,14.0,Working Day,True,74.24800798861588,74.83379126622361
2017-01-18,78.435,10.33125,136.05,0.0,Working Day,True,73.92224695340437,76.009227238996
2017-01-19,78.279,12.254166666666668,90.7,4.0,Working Day,True,71.05750177438507,74.01120255599616
2017-01-20,79.96,10.492638888888887,132.17666666666668,0.0,Working Day,True,73.63495928331093,75.84153459315665
2017-01-21,70.67,10.679166666666667,127.7,0.0,Non-Working Day,True,66.68367821684129,68.24715637400273
2017-01-22,74.135,10.23125,138.45,0.0,Non-Working Day,True,67.50618066286992,68.55637144126031
2017-01-23,79.657,8.816666666666666,172.4,0.0,Working Day,True,76.61835026009014,77.58296932408905
2017-01-24,81.761,7.129166666666666,212.9,0.0,Working Day,True,79.62226178473317,79.33638210115284
2017-01-25,80.644,7.8875,194.7,0.0,Working Day,True,78.27235586501703,78.54842870504022
2017-01-26,80.553,9.689583333333331,152.35,3.900000000000002,Working Day,True,75.61765030023534,76.67595703570667
2017-01-27,78.204,13.566666666666668,60.05,7.050000000000001,Working Day,True,69.1645778925963,72.6857470968934
2017-01-28,71.062,14.195833333333333,77.6,42.9,Non-Working Day,True,67.75396885841805,65.81945854362684
2017-01-29,67.547,14.816666666666668,89.4,71.6,Non-Working Day,True,71.93726196947627,65.39087207831166
2017-01-30,74.435,16.391666666666666,55.8,78.4,Working Day,True,77.74837472713489,72.6857470968934
2017-01-31,73.483,14.820833333333333,74.0,55.7,Working Day,True,76.26705707182164,72.6857470968934
2017-02-01,73.434,12.789583333333333,97.95,27.9,Working Day,True,74.57613080426249,73.45487282302655
2017-02-02,74.234,13.86875,62.05,20.700000000000003,Working Day,True,71.01539505263807,72.6857470968934
2017-02-03,74.757,13.462291666666667,60.905,1.0999999999999996,Working Day,True,68.48588894478897,72.75588889004642
2017-02-04,66.796,13.077777777777778,71.73333333333335,7.4,Non-Working Day,True,63.24739585014041,66.59129770375819
2017-02-05,66.801,10.634444444444444,128.77333333333334,0.0,Non-Working Day,True,66.76580094168507,68.27802994040798
2017-02-06,76.155,12.478472222222225,84.51666666666667,0.0,Working Day,True,70.09998586937299,73.77813575476505
2017-02-07,74.843,14.467361111111112,37.03333333333333,5.150000000000004,Working Day,True,67.22044199117161,72.6857470968934
2017-02-08,73.457,17.01111111111111,14.433333333333334,52.900000000000006,Working Day,True,71.49973257776817,72.6857470968934
2017-02-09,73.592,17.735416666666666,23.55,78.8,Working Day,True,75.40626050786304,72.6857470968934
2017-02-10,73.501,14.805,32.58,10.699999999999998,Working Day,True,67.58235079678795,72.6857470968934
2017-02-11,66.947,14.17048611111111,45.475,7.566666666666665,Non-Working Day,True,61.257372296895,65.83695676061119
2017-02-12,63.622,16.545833333333334,46.7,74.4,Non-Working Day,True,68.99024995826952,65.05044090653465
2017-02-13,70.828,18.133333333333333,7.4,78.0,Working Day,True,74.10862562634598,72.6857470968934
2017-02-14,71.042,15.708333333333334,40.1,44.1,Working Day,True,72.30587920582138,72.6857470968934
2017-02-15,71.581,17.045833333333334,47.6,86.3,Working Day,True,78.12549105022575,72.6857470968934
2017-02-16,71.896,15.3125,45.8,39.3,Working Day,True,72.12997911248135,72.6857470968934
2017-02-17,76.321,12.688571428571429,46.36,0.0,Working Day,True,67.26988091278133,73.55983019454955
2017-02-18,69.05,12.136111111111113,69.55,0.0,Non-Working Day,True,62.23451382274222,67.24136844980671
2017-02-19,66.453,11.714930555555554,102.84166666666668,0.0,Non-Working Day,True,64.7817210102495,67.53212649366986
2017-02-20,72.587,12.701388888888888,79.16666666666667,1.799999999999999,Non-Working Day,True,63.17604554306252,66.85113424089558
2017-02-21,74.444,14.338194444444444,45.43333333333333,12.15,Working Day,True,68.71654003113436,72.6857470968934
2017-02-22,72.707,12.35138888888889,87.76666666666667,3.700000000000003,Working Day,True,70.80251746827297,73.91018288982788
2017-02-23,74.496,10.4375,133.5,0.0,Working Day,True,73.73311178333424,75.89882717525495
2017-02-24,75.328,9.745833333333334,150.9,3.4000000000000004,Working Day,True,75.44774109783367,76.61750994313788
2017-02-25,69.842,9.636111111111113,152.73333333333335,0.5999999999999996,Non-Working Day,True,68.66760590162325,68.96721998798861
2017-02-26,68.941,10.189583333333331,139.45,0.0,Non-Working Day,True,67.58269251831445,68.58513563356335
2017-02-27,77.564,11.372916666666669,111.05,0.0,Working Day,True,72.06798058016793,74.92687367290725
2017-02-28,75.434,11.6875,104.3,4.6,Working Day,True,72.14105678473044,74.60000289594845
2017-03-01,75.988,13.841666666666669,88.9,46.7,Working Day,True,76.24968828069944,72.6857470968934
2017-03-02,74.797,16.020833333333332,69.2,82.3,Working Day,True,79.22868317467042,72.6857470968934
