,"Electricity demand, daily sum, (GWh)","Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,yhat_rf,yhat_svm,yhat_nn
2016-05-10,46.127,20.1375,31.1,False,46.52391159706424,48.57164800577779,49.012386187842296
2016-05-11,48.48,20.78333333333333,31.7,False,47.936277988553584,49.63204151175489,50.1881601727128
2016-05-12,49.974,20.504166666666663,31.7,False,47.55882947582453,49.28768642189095,49.51062940099052
2016-05-13,44.952,17.466666666666665,25.0,False,43.92595314437302,43.63101723495945,43.90419641995338
2016-05-14,40.3,17.6375,25.0,False,40.76767999802437,40.220832661163286,41.517761704625904
2016-05-15,41.358,19.079166666666666,27.8,False,42.498173815036026,41.8577914055123,42.9407772887597
2016-05-16,47.289,21.6125,30.0,False,50.739571563638336,47.788617346353625,50.732676784522134
2016-05-17,52.433,26.0375,34.4,False,58.907640801588144,56.0178954071642,58.99743888211564
2016-05-18,56.784,25.1875,36.1,False,58.94660546651094,56.28380197810281,57.93965641733836
2016-05-19,47.593,19.64583333333333,26.1,False,46.51229113429775,46.36521171796344,47.81580064840936
2016-05-20,41.214,14.379166666666668,20.0,False,43.11059623219342,41.988409048118854,40.22727623792817
2016-05-21,37.8,14.629861111111111,20.0,False,39.91666216833843,39.05414434466453,37.810128845585474
2016-05-22,37.624,15.329166666666666,21.7,False,39.160087578506385,38.47370744914211,37.982357881025855
2016-05-23,42.076,16.620833333333334,23.9,False,43.43333544282329,42.65950298449513,43.276465878400565
2016-05-24,43.379,16.59130434782609,23.3,False,43.380556637922936,43.230573006144255,43.514879456388876
2016-05-25,44.362,17.685416666666665,25.6,False,44.56305441089639,44.860504575252605,45.08871836472334
2016-05-26,46.528,19.39166666666667,28.3,False,46.485181749461,46.914992998797544,47.338120389418684
2016-05-27,48.38,22.016666666666666,31.7,False,52.488668309298916,49.13019033756843,51.1803147495991
2016-05-28,46.834,24.2125,32.2,False,54.04233980314711,47.33401747212921,51.586711465138684
2016-05-29,48.539,22.816666666666663,33.3,False,52.16002243841789,47.71878727637609,49.07409235759433
2016-05-30,53.095,24.2125,35.0,True,54.96679737820815,50.581224072630405,52.54731342835131
2016-05-31,62.454,26.40416666666667,38.3,False,63.662686050416,58.69750136956315,59.97393869442872
2016-06-01,62.747,25.320833333333336,35.0,False,62.79134666625087,63.24672454235015,62.361147923214
2016-06-02,60.449,24.445833333333336,36.7,False,59.39754536185962,61.375199726593564,60.85002578869799
